X-axis angular rate(°/s),Z-axis angular rate(°/s),Z-axis angular rate(°/s),X-axis acceleration(m/s2),Z-axis acceleration(m/s2),Y-axis acceleration(m/s2),Number of satellites,HDOP,GNSS North Velocity(m/s),GNSS UP Velocity(m/s),GNSS East Velocity(m/s),GNSS height(m),GNSS longitude(°),GNSS latitude(°),Barometer height(m),GNSS calculation of heading(°)
3.41175,1.115596,0.986158,-0.678538,9.26195,-0.054044,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
3.185866,1.109614,1.385408,-0.67008,9.015605,-0.109092,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
1.982237,0.935871,2.470503,-0.497126,9.506005,-0.046505,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
3.26404,0.894573,2.263091,-0.290609,9.573652,-0.030004,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
3.153938,0.838816,1.613145,-0.184166,9.325607,-0.288051,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
1.398809,0.89063,1.007224,-0.047918,9.161774,-0.24845,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
1.480764,1.085559,-0.789609,-0.365119,9.621531,-0.525065,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
-0.770864,1.08339,0.443807,-0.401161,11.091549,-0.485654,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
1.963226,1.171037,-0.02128,-0.285937,10.679445,-0.390848,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
1.455731,1.278256,-2.499197,-0.582914,9.884505,-0.741034,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
-0.992812,1.343769,-1.175467,-0.654419,9.971978,-0.548052,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
-0.423985,1.36128,-1.105247,-0.854125,10.015923,-0.56313,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
-2.346532,1.298788,0.75391,-1.02229,10.508525,-0.187851,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
1.256271,1.272126,1.48772,-0.880415,9.183036,-0.186527,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
-1.198745,1.138644,0.804232,-1.022673,8.97312,-0.465525,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
-2.364225,0.985096,4.745626,-0.727094,9.915378,0.144275,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
0.387319,0.869883,3.952218,-0.452596,9.082256,-0.015956,25,0.835246,0.160463,-0.054197,1.518532,42.820965,116.3417462,40.00359,41.923672,-87.823082
-3.864064,0.674777,3.678455,-0.516375,9.941031,0.113319,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
-0.920211,0.46001,5.482087,0.061896,10.301559,0.427579,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
0.684691,0.297336,1.609222,0.130429,9.183342,0.140531,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
-1.782049,0.256568,0.06482,0.055405,9.653633,0.489739,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
-1.012368,0.256807,-0.981811,0.094253,9.797854,0.514918,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
-2.714293,0.390626,-1.849159,-0.157667,10.492517,0.555192,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
1.370774,0.469681,-2.566215,-0.291973,10.349207,0.630805,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
3.274696,0.36465,-4.450378,-0.664917,9.579946,0.367189,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
2.019906,0.295469,-2.381458,-0.850513,9.549664,0.597599,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
1.728205,0.276696,-1.553174,-0.787126,8.99631,0.224308,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
-0.793261,0.221631,0.058127,-1.097042,10.215373,0.023368,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
4.144245,0.202702,2.784824,-0.850921,10.37257,0.157053,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
4.782558,0.289527,1.748001,-0.731428,8.95058,-0.360294,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
-0.333675,0.446244,3.961548,-0.574035,9.562619,-0.299408,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
0.541079,0.582298,4.270693,-0.196676,9.435348,-0.369475,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
-1.125418,0.644832,3.300878,-0.070942,9.527297,-0.448999,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
-0.981608,0.590259,3.535849,0.11093,10.39035,-0.25648,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
0.604946,0.547379,2.048588,0.181356,10.450536,-0.313211,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
0.9348,0.507801,0.425782,0.161614,10.217905,-0.154411,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
0.817889,0.448452,-1.26955,0.150587,9.646654,-0.250601,25,0.835255,0.020894,-0.074834,1.480251,42.830208,116.3417494,40.0035901,41.890617,-87.848343
-1.108078,0.482214,-1.688947,-0.115067,9.838735,-0.323125,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
-0.197957,0.470897,-1.093286,-0.209953,10.235781,-0.131852,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
0.943437,0.465605,-1.80304,-0.423343,9.894549,-0.148733,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
-0.634678,0.548222,-1.055017,-0.639093,9.963212,0.062382,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
0.250521,0.633568,0.443589,-0.41552,9.207884,-0.013082,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
-1.482569,0.705901,2.059862,-0.014305,9.304771,-0.289616,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
-2.446615,0.655253,5.308176,0.370658,10.844555,0.211394,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
1.865343,0.365417,7.044024,0.968891,10.198122,0.240526,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
1.145635,0.119914,5.761627,1.455243,8.880248,-0.302399,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
-3.193695,-0.004225,5.36101,1.687143,10.067611,-0.104531,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
-2.337461,-0.127729,6.360477,2.138871,11.104139,0.213543,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
0.278687,-0.281581,3.664032,2.421539,10.239224,-0.146323,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
-0.537894,-0.192943,-0.524067,2.372087,9.831833,-0.23337,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
0.152959,0.00699,-2.116319,2.204347,9.668144,0.017577,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
-0.355191,0.058785,-3.785344,2.109437,9.273749,-0.174066,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
-2.431218,0.074037,-4.888684,1.602571,9.867435,-0.201774,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
0.270398,0.087351,-4.881323,1.196326,9.553768,0.018111,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
1.696441,0.21125,-6.006695,1.001833,8.044981,-0.13717,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
-2.016454,0.32753,-6.449675,0.43712,8.707223,-0.23449,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
-2.310674,0.269843,-2.406849,0.01199,10.24338,0.105808,25,0.835255,0.019446,0.004829,1.312378,42.835896,116.3417524,40.00359,41.868164,-87.69809
1.242963,0.471039,-0.675589,0.149554,9.41104,0.025832,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
-1.009093,0.754664,-0.037401,0.113136,9.306076,-0.212931,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
-3.380579,0.589032,2.865227,0.046674,11.084935,0.20425,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
0.687257,-0.00232,3.667052,0.331138,10.711322,0.385377,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
-0.120854,-0.848759,1.988783,0.543701,9.467973,0.088034,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
-5.414573,-1.681953,2.634053,0.551342,10.711158,0.36408,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
-3.144492,-2.539333,3.155096,0.681648,11.220856,0.693936,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
0.657663,-3.79301,-0.123429,0.637598,9.765164,0.426287,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
-1.692517,-5.298263,-3.016256,0.325466,9.496609,0.357227,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
-4.59189,-6.656525,-2.135802,-0.025307,10.409463,0.576034,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
-2.831537,-7.646247,-1.070806,0.091364,9.764135,0.549338,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
-2.774549,-7.875019,-3.201721,-0.048373,8.416502,0.197343,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
-6.819689,-7.403584,-1.792679,-0.426161,9.14572,0.461017,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
-4.738213,-6.811608,0.517725,-0.617249,10.001184,0.718227,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
-1.922815,-6.242733,1.047433,-0.616286,9.971251,0.554829,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
0.493773,-5.356472,1.65044,-0.416117,9.074512,0.642466,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
1.173148,-4.077933,1.353913,-0.234956,8.229747,0.487883,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
-0.008187,-2.463858,2.036669,0.000202,9.304499,0.510165,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
3.090513,-0.828961,1.751607,0.231285,10.4766,0.497768,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
5.472419,0.429422,0.253312,0.168627,10.536974,0.288168,25,0.835255,0.010784,0.015537,1.165361,42.834015,116.3417553,40.0035899,41.931923,-87.474197
7.429974,1.399592,-1.446475,0.183818,10.277455,0.190193,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
7.823207,2.282818,-4.422085,-0.05593,9.676914,-0.17198,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
4.349689,2.849493,-4.201087,-0.556765,10.269735,-0.432648,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
3.776276,2.926413,-1.93497,-0.684102,10.852221,-0.318499,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
5.2068,2.666817,-2.717186,-0.89397,9.800856,-0.531409,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
1.161003,2.132181,-2.315249,-1.198397,10.008676,-0.632088,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
0.92696,1.391553,0.522716,-1.171209,10.574449,-0.554126,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
2.377217,0.514327,1.608034,-1.112284,9.417436,-0.775214,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
-0.593517,-0.262096,2.429442,-1.024453,8.69835,-0.660346,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
-2.459828,-0.735099,3.738104,-0.838184,9.45618,-0.52347,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
-1.588652,-1.177436,5.504146,-0.415087,10.052305,-0.465236,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
0.826276,-1.401819,4.313883,-0.15346,9.421039,-0.44174,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
0.045178,-1.212201,2.882687,0.051649,9.131881,-0.397786,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
-1.071264,-0.926405,2.109662,0.469912,9.432205,-0.362823,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
-2.237173,-0.471866,-0.296949,0.478764,9.868552,-0.419334,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
-3.347894,0.273369,-1.922853,0.207169,10.368143,-0.07581,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
-1.368483,0.785282,-4.146734,0.051506,9.843745,-0.012906,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
-2.839696,1.094354,-5.379133,-0.309405,9.750364,-0.062259,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
-2.988469,1.428778,-4.653056,-0.740052,10.07788,0.162093,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
-1.221915,1.348884,-3.414886,-0.989452,9.875556,0.210084,25,0.835276,0.100197,-0.000832,1.150306,42.830158,116.3417583,40.0035899,41.938538,-87.339867
-1.088081,1.110073,-2.668022,-0.99462,9.56398,0.397861,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
-1.381723,0.891199,-1.623421,-1.151081,9.548573,0.391737,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
-0.572602,0.48272,1.429972,-1.02789,9.564503,0.341353,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
1.627825,0.196335,1.705881,-0.87356,9.443466,0.258886,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
0.07915,-0.032675,2.838208,-0.815929,10.189529,0.403367,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
0.622775,-0.255805,4.480485,-0.38779,10.301058,0.547561,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
1.712526,-0.227778,2.884645,-0.064641,9.130622,0.079584,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
-2.027095,-0.09839,2.133076,0.096409,9.661776,0.098707,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
-1.774248,-0.039756,2.013892,0.1545,11.030021,0.405585,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
1.072121,0.033356,0.219359,0.144663,10.913074,0.375923,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
2.704983,0.104022,-2.649068,0.093281,9.422184,0.302444,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
2.491082,0.122682,-3.870646,-0.178997,8.451615,0.055385,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
0.40716,0.190992,-2.277457,-0.332543,9.264204,0.011504,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
0.826792,0.217064,-1.061394,-0.397514,10.43491,0.354141,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
2.936375,0.242987,-1.666951,-0.587077,10.02438,0.393351,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
3.097501,0.461089,-1.727126,-0.723466,9.16668,0.030303,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
2.595645,0.631966,0.038966,-0.619771,9.065845,-0.105943,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
2.418096,0.772471,0.681338,-0.57534,9.334343,0.070688,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
1.363208,0.964997,1.027745,-0.541867,9.811932,0.174732,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
0.550868,0.958055,1.319818,-0.337254,10.137736,-0.040893,25,0.835285,0.142513,-0.051921,1.477382,42.824017,116.3417616,40.00359,41.973518,-87.478683
1.535641,0.843157,0.834193,-0.189813,10.119951,-0.31567,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
2.425973,0.82285,-0.187893,-0.163845,10.046068,-0.262825,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
1.407398,0.919118,-1.425259,-0.240378,10.344559,-0.120145,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
0.017694,0.984795,-1.603909,-0.283164,10.923096,-0.157184,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
1.043404,0.96425,-1.68384,-0.244205,10.409336,-0.313029,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
2.651509,0.902877,-2.985439,-0.523857,9.44319,-0.496835,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
1.751663,0.753083,-2.48498,-0.616325,10.115668,-0.303291,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
1.687449,0.752833,-1.695517,-0.535834,10.375178,-0.1207,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
1.102313,0.887621,-2.150907,-0.771212,9.529862,-0.534993,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
-0.660794,0.957135,-0.925204,-0.905199,9.646359,-0.577107,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
0.980355,1.054658,0.629449,-0.670363,9.63951,-0.28565,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
-0.126104,1.143053,0.849383,-0.531303,9.11272,-0.16817,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
-2.265044,1.181173,1.052049,-0.470829,9.199206,-0.038012,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
-1.176614,1.064969,0.733834,-0.418455,9.522865,-0.16725,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
-1.077003,0.802702,1.125175,-0.223665,10.008935,0.042604,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
1.061213,0.682916,0.638849,-0.088495,9.471006,0.235311,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
0.894818,0.645307,-1.053707,-0.167059,8.706628,-0.047086,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
-1.935244,0.667229,-1.444208,-0.170927,9.63092,-0.005121,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
-0.695677,0.770099,-1.545649,-0.234669,10.533921,0.054388,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
0.99349,0.823931,-1.740571,-0.406516,10.161214,-0.064085,25,0.835298,0.029934,-0.039345,1.435408,42.840694,116.3417648,40.0035901,41.919609,-87.66275
0.828828,1.011032,-2.599039,-0.578488,9.610179,-0.12154,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
-1.258774,1.205065,-2.359805,-0.711304,10.094547,-0.202615,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
-2.421169,1.291626,-0.367685,-0.577066,10.77528,0.045442,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
-0.100264,1.492345,-1.028837,-0.588991,9.975167,0.002521,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
-0.852775,1.507575,-1.177453,-0.786503,10.040495,-0.070713,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
0.165194,1.37865,0.186229,-0.594854,10.515979,0.205366,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
1.962691,1.308402,-0.77225,-0.770121,9.7061,0.164901,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
-0.165048,1.077466,0.215748,-0.917169,9.504215,0.142291,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
0.822356,0.899924,1.541573,-0.712566,9.776387,0.160185,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
2.707435,0.914081,1.982024,-0.35611,9.231775,0.019789,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
1.144433,0.843429,1.643679,-0.201608,8.660596,0.049282,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
-0.578452,0.864829,0.586384,-0.132085,9.190311,0.027573,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
-1.196414,0.831667,0.246882,-0.044082,10.215506,0.09223,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
0.922116,0.622626,-0.497343,0.142037,9.678693,0.134623,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
1.830815,0.669245,-3.204814,-0.12622,8.452838,-0.082349,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
-0.992829,0.578233,-3.825385,-0.385145,9.324195,-0.026273,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
-1.514773,0.389935,-2.883485,-0.455844,10.717496,0.270328,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
1.509049,0.502395,-3.428864,-0.774283,10.137434,-0.06427,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
0.848979,0.571183,-2.825333,-1.027789,9.852809,-0.366371,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
1.377565,0.616787,-1.269825,-0.995859,10.468664,-0.113552,25,0.835307,0.103704,0.043133,1.435575,42.856419,116.341768,40.00359,41.964436,-88.014236
1.842225,0.886994,-0.409162,-0.906504,10.400194,-0.267025,25,0.835316,-0.002772,0.023751,1.276954,42.869701,116.341771,40.0035901,42.020924,-87.866676
-0.732799,0.907721,0.593101,-0.976415,10.311975,-0.370471,25,0.835316,-0.002772,0.023751,1.276954,42.869701,116.341771,40.0035901,42.020924,-87.866676
-0.157183,0.835931,1.513295,-0.76675,10.260641,-0.337097,25,0.835316,-0.002772,0.023751,1.276954,42.869701,116.341771,40.0035901,42.020924,-87.866676
-0.415583,0.853789,1.491231,-0.59748,10.165562,-0.32245,25,0.835316,-0.002772,0.023751,1.276954,42.869701,116.341771,40.0035901,42.020924,-87.866676
-0.798253,0.716492,2.217148,-0.529943,10.14697,-0.195963,25,0.835316,-0.002772,0.023751,1.276954,42.869701,116.341771,40.0035901,42.020924,-87.866676
-0.173647,0.555281,2.636583,-0.445844,9.497027,-0.254385,25,0.835316,-0.002772,0.023751,1.276954,42.869701,116.341771,40.0035901,42.020924,-87.866676
-1.643682,0.389704,2.124382,-0.35399,9.088728,-0.301376,25,0.835316,-0.002772,0.023751,1.276954,42.869701,116.341771,40.0035901,42.020924,-87.866676
-2.914813,0.045811,2.476934,-0.185064,9.827392,-0.038505,25,0.835316,-0.002772,0.023751,1.276954,42.869701,116.341771,40.0035901,42.020924,-87.866676
-0.261409,-0.29528,2.3557,0.040048,9.506506,0.047284,25,0.835316,-0.002772,0.023751,1.276954,42.869701,116.341771,40.0035901,42.020924,-87.866676
-0.312832,-0.476646,0.502267,0.062102,8.477345,-0.116407,25,0.835316,-0.002772,0.023751,1.276954,42.869701,116.341771,40.0035901,42.020924,-87.866676
