X-axis angular rate(°/s),Z-axis angular rate(°/s),Z-axis angular rate(°/s),X-axis acceleration(m/s2),Z-axis acceleration(m/s2),Y-axis acceleration(m/s2),Number of satellites,HDOP,GNSS North Velocity(m/s),GNSS UP Velocity(m/s),GNSS East Velocity(m/s),GNSS height(m),GNSS longitude(°),GNSS latitude(°),Barometer height(m),GNSS calculation of heading(°)
0.057648,0.059993,-0.654308,-0.123013,9.699347,0.084563,21,0.957765,-1.016742,0.059434,0.136293,43.39431,116.340728,40.0043904,43.417961,-169.960617
-1.07193,-0.070186,-2.267241,-0.248415,9.800361,-0.105793,21,0.957765,-1.016742,0.059434,0.136293,43.39431,116.340728,40.0043904,43.417961,-169.960617
-2.180871,0.16879,-1.522346,-0.393797,10.736203,0.188404,21,0.957765,-1.016742,0.059434,0.136293,43.39431,116.340728,40.0043904,43.417961,-169.960617
0.36083,0.498638,-0.929109,-0.387841,10.041362,0.113371,21,0.957765,-1.016742,0.059434,0.136293,43.39431,116.340728,40.0043904,43.417961,-169.960617
-0.619975,0.681412,-2.007841,-0.508632,9.326515,-0.13714,21,0.957765,-1.016742,0.059434,0.136293,43.39431,116.340728,40.0043904,43.417961,-169.960617
-2.914818,1.051468,-0.332876,-0.612799,9.96002,0.049179,21,0.957765,-1.016742,0.059434,0.136293,43.39431,116.340728,40.0043904,43.417961,-169.960617
-1.846224,1.251997,1.496846,-0.466173,9.940585,0.31216,21,0.957765,-1.016742,0.059434,0.136293,43.39431,116.340728,40.0043904,43.417961,-169.960617
-0.539227,1.284234,-0.117002,-0.463228,9.71879,0.240483,21,0.957765,-1.016742,0.059434,0.136293,43.39431,116.340728,40.0043904,43.417961,-169.960617
-1.021802,1.392363,0.31711,-0.534461,10.050015,0.255788,21,0.957765,-1.016742,0.059434,0.136293,43.39431,116.340728,40.0043904,43.417961,-169.960617
1.447801,1.248009,1.891689,-0.246121,9.503106,0.232538,21,0.957765,-1.016742,0.059434,0.136293,43.39431,116.340728,40.0043904,43.417961,-169.960617
1.24049,0.979867,0.468415,-0.091355,9.110604,0.046335,21,0.957765,-1.016742,0.059434,0.136293,43.39431,116.340728,40.0043904,43.417961,-169.960617
-2.147559,0.892837,0.387832,-0.15096,9.998101,0.274749,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
-1.037687,0.588888,1.567097,0.015465,10.30882,0.282458,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
0.667458,0.274854,-0.376589,0.143855,9.751678,0.072491,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
0.458143,0.253042,-1.638812,-0.012255,9.639138,0.185442,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
-0.621089,0.003523,-0.007319,0.009428,9.671795,0.28469,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
-1.293107,-0.148133,-0.718611,0.072927,9.748128,0.328616,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
-0.385329,-0.133947,-1.553204,-0.158932,10.035114,0.326028,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
1.601098,-0.316387,0.112687,-0.03109,9.514908,0.331502,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
2.150389,-0.248429,-1.28299,0.016349,8.909131,0.233932,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
-1.234232,-0.124635,-0.701798,-0.208907,9.923812,0.361166,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
0.642657,-0.064428,1.878168,0.080923,10.082901,0.471424,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
3.503703,0.134438,-1.326296,0.122266,9.276953,0.008213,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
0.491251,0.310062,-1.431746,-0.1495,9.93945,0.158212,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
2.010785,0.477134,0.919532,0.026638,10.03128,0.273497,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
1.822478,0.606651,-1.153543,0.064354,9.624662,-0.140718,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
0.021071,0.784622,-1.225327,-0.151655,9.980744,0.053459,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
2.34127,0.867076,-0.421456,-0.149715,9.8722,-0.095493,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
1.72009,0.875329,-1.482641,-0.228855,9.790894,-0.303563,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
0.927758,1.008514,-1.860815,-0.500435,10.320575,-0.098365,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
1.720572,1.049,-0.599547,-0.544196,9.905531,-0.182025,21,0.957765,-0.990016,0.020774,0.112308,43.382412,116.3407285,40.0043885,43.398056,-169.642883
1.55174,1.040895,-1.40022,-0.536271,9.174781,-0.468023,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
-1.429251,1.059478,-1.137326,-0.766437,10.254062,-0.304739,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
0.047842,1.036861,1.892947,-0.538007,10.596845,0.159175,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
2.975076,0.996569,-0.830969,-0.355949,9.191561,-0.154453,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
-1.238034,0.957014,-1.756311,-0.60769,9.377317,-0.116624,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
-0.592705,0.972809,2.003779,-0.422046,9.545894,0.207751,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
1.269689,0.866274,0.424413,-0.191103,8.930903,-0.034431,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
-1.45951,0.718987,-0.532651,-0.240123,9.752582,0.289258,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
-0.030806,0.572213,0.71955,-0.154403,9.883886,0.451041,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
1.535883,0.286415,-1.163373,0.001465,9.143127,0.12228,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
0.390118,0.147064,-2.862217,-0.237337,9.500851,0.140126,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
-0.587319,0.075647,-1.296458,-0.461274,10.371322,0.230779,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
0.652809,0.02201,-0.665762,-0.27082,10.406306,0.205128,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
0.650687,0.196322,-2.830584,-0.514121,10.289504,-0.022764,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
-0.824518,0.37924,-0.28589,-0.734794,10.698415,0.004628,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
2.215724,0.489624,1.809011,-0.371123,10.23988,-0.122947,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
0.699902,0.698815,0.354034,-0.348171,10.368647,-0.258393,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
-0.975901,0.84084,3.312124,-0.215209,10.784911,0.084746,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
2.125015,0.818318,3.930124,0.290445,9.685842,-0.342265,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
-0.295617,0.797212,2.609011,0.554004,9.702546,-0.427463,21,0.957765,-1.093835,0.031333,0.18492,43.371494,116.340729,40.0043865,43.393715,-169.452866
-0.760626,0.73774,4.425334,0.781945,10.041821,0.013536,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
0.553298,0.453754,3.528915,1.198179,9.480947,-0.15292,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
-0.378375,0.235826,1.390064,1.483974,9.326762,-0.089071,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
-0.752806,0.243499,1.060541,1.45585,8.884007,-0.050814,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
-1.20885,0.035921,0.948361,1.626881,8.926785,-0.088403,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
-0.598909,-0.016583,-0.599254,1.775899,9.468315,0.161093,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
-1.01038,0.196599,-1.138621,1.526139,9.473774,0.341417,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
-0.906071,0.142428,-0.28401,1.66994,9.135523,0.265631,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
0.144202,0.212766,-1.71726,1.670624,9.117043,0.158374,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
-1.073872,0.394871,-1.029887,1.371918,10.152617,0.538907,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
1.138161,0.440375,1.250993,1.63459,10.263175,0.727052,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
3.603782,0.533548,-0.510282,1.770252,9.496325,0.283005,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
0.818484,0.696412,0.415725,1.647696,9.758053,0.381875,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
1.579466,0.781475,2.997091,1.838504,10.114064,0.584446,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
3.552697,0.889096,0.929509,1.887148,10.243574,0.401886,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
4.106632,1.037832,-0.050942,1.731348,10.038887,0.388124,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
4.599398,1.012789,-0.593559,1.723415,9.453777,0.242086,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
4.183578,1.13659,-3.001424,1.426391,9.308778,0.056362,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
3.741441,1.221377,-4.035554,0.856555,9.639862,-0.073054,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
3.590018,1.086761,-3.914137,0.460021,9.75435,-0.192488,21,0.957765,-1.022733,-0.016821,0.233965,43.352837,116.3407295,40.0043845,43.438316,-169.272141
5.091221,1.083176,-5.05323,0.076184,9.240201,-0.409591,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
3.666746,1.014316,-5.048956,-0.406241,8.77493,-0.737916,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-0.454166,0.966138,-2.414155,-0.797744,9.562898,-0.865796,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-0.225988,1.082929,-0.79228,-0.841682,10.597426,-0.788016,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
1.352495,1.088695,-0.678595,-0.824896,10.499765,-0.776967,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-0.63698,1.074843,-0.141229,-0.946511,10.276253,-0.982288,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-3.565855,1.115054,1.985561,-0.893308,10.991652,-1.031024,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-2.456333,1.085624,2.797011,-0.666366,11.379734,-0.759849,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-1.16816,0.948155,1.535751,-0.574899,11.08836,-0.670057,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-1.943068,0.804663,1.612989,-0.542082,10.369329,-0.719017,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-2.560537,0.618451,2.142482,-0.36675,9.733247,-0.72952,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-3.919055,0.411522,1.603081,-0.270322,9.562709,-0.476195,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-4.505954,0.223474,1.135159,-0.279982,9.536877,-0.169382,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-4.107437,0.001698,0.485459,-0.236646,8.968426,-0.068686,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-4.40516,-0.186692,-0.373413,-0.244524,8.487871,-0.000531,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-4.975482,-0.237167,-0.100595,-0.282884,8.427644,0.2369,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-5.292173,-0.207434,0.065235,-0.26821,8.497303,0.466077,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-6.07524,0.033583,-0.364274,-0.319164,9.148931,0.589594,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-5.158014,0.410106,0.276413,-0.384743,9.939962,0.626965,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-3.110553,0.74529,0.570206,-0.351066,10.23424,0.770521,21,0.957765,-1.005977,-0.058908,0.262497,43.348991,116.34073,40.0043825,43.407486,-169.070099
-1.096805,1.197102,-0.11156,-0.386901,10.167074,0.918775,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
-0.693706,1.544352,-0.01564,-0.446876,10.15298,0.711415,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
-2.271105,1.699811,1.291797,-0.373172,10.787648,0.731289,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
0.485239,1.917537,0.75447,-0.385531,10.812219,0.814728,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
2.259882,1.847957,-0.388669,-0.531277,10.809597,0.517943,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
2.348951,1.631186,1.115083,-0.435482,10.843758,0.555584,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
4.142661,1.54592,1.007562,-0.353994,9.755236,0.377014,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
1.819191,1.197839,0.680395,-0.455984,9.374573,0.188415,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
0.930818,0.748354,2.76326,-0.264119,9.862885,0.259983,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
2.142738,0.3421,2.971058,-0.157383,9.512764,0.177137,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
2.578585,-0.192297,1.965709,-0.03783,9.106679,0.191031,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
2.746515,-0.534984,1.720544,0.141477,8.703111,0.013351,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
0.494491,-0.757439,1.578116,0.187543,8.75513,-0.082061,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
0.092265,-0.832109,1.380343,0.343567,9.277282,0.18294,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
2.579126,-0.632359,-0.463976,0.391468,8.879004,-0.123498,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
0.208464,-0.458013,-1.356586,0.33759,9.455502,-0.256601,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
-0.179545,-0.100957,-1.072791,0.265578,10.203498,0.068416,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
1.421041,0.293028,-2.285448,0.061653,10.15715,-0.147837,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
1.277291,0.644687,-2.699872,-0.080829,10.183386,-0.21334,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
1.900644,1.006103,-2.125472,-0.265243,10.128274,-0.362419,21,0.957765,-1.032199,-0.00056,0.173873,43.355751,116.3407304,40.0043806,43.380245,-168.970917
0.024237,1.245128,-0.642189,-0.404358,10.743765,-0.282733,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
2.007711,1.425853,0.477331,-0.278384,10.774193,-0.069836,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
2.412803,1.398393,0.381515,-0.281143,9.796768,-0.52729,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
-1.315566,1.220214,2.503516,-0.179524,10.348949,-0.449653,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
0.680803,1.184054,4.142888,0.169446,10.600745,-0.151354,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
1.137389,1.053593,3.415759,0.459829,9.853026,-0.214075,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
-1.237238,0.811416,3.980479,0.788969,9.733261,-0.018108,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
-0.317897,0.659009,4.199911,1.088707,9.07296,-0.050851,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
-0.850573,0.403245,3.256867,1.421717,9.087277,0.039715,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
-0.652629,0.199645,2.621895,1.701632,9.542464,0.337822,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
-0.740242,0.018167,1.39343,1.720366,9.483046,0.292939,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
-0.685178,-0.233168,0.274864,1.758238,9.434041,0.451738,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
1.694865,-0.38423,-1.31601,1.760517,8.901447,0.29437,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
-0.849983,-0.429306,-1.883447,1.470472,9.489107,0.194299,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
-0.935968,-0.318854,-0.497646,1.401504,10.583639,0.524203,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
2.540025,-0.127976,-1.585364,1.360505,10.05584,0.148064,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
0.609564,0.20809,-2.085037,1.046204,10.032672,-0.111467,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
0.347416,0.729744,0.287378,0.941614,10.604285,-0.007478,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
1.420673,1.097771,1.299402,0.977402,10.780794,-0.111401,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
2.401978,1.42398,0.754295,1.040807,10.601657,-0.046014,21,0.957765,-1.340862,0.08504,0.065412,43.342331,116.3407309,40.0043785,43.436684,-168.923477
2.821464,1.730094,0.607383,0.967848,9.882695,-0.23446,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
1.450131,1.815026,1.735451,1.019684,9.482594,-0.314628,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
2.318644,1.805687,0.957706,1.081812,9.39255,-0.205544,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
1.793385,1.821707,-0.010266,0.862644,9.391526,-0.06878,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
2.469387,1.844471,0.353243,0.803836,8.893556,0.013959,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
2.629189,1.849249,-0.850058,0.67455,8.108442,-0.28565,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
-0.136561,1.947568,-0.828149,0.387249,8.654568,-0.129168,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
0.703039,1.911139,-0.739893,0.265835,9.618314,0.148542,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
2.337074,1.669189,-1.715182,0.148279,9.369981,-0.032398,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
1.503551,1.430073,-3.176116,-0.117272,9.259509,-0.271075,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
-0.232332,1.443226,-2.569645,-0.397158,9.944133,-0.174361,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
0.989838,1.707205,-1.91686,-0.35638,10.090619,-0.180153,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
-0.273244,2.162989,-3.278143,-0.585761,10.497481,-0.429909,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
0.204241,2.736136,-0.990689,-0.760439,10.822233,-0.425375,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
2.892345,3.434091,-0.66798,-0.671331,10.347299,-0.696112,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
1.785905,4.266004,-1.22888,-0.718529,10.501715,-0.771504,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
1.194234,5.200547,0.961196,-0.675984,11.14063,-0.846518,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
2.219686,6.316599,1.315475,-0.566595,10.837013,-1.075256,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
4.353531,7.485723,-0.242919,-0.410395,10.265925,-1.225572,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
2.861988,8.707512,-0.555098,-0.551894,9.852975,-1.411585,21,0.957765,-1.365902,0.017485,0.248748,43.336739,116.3407315,40.0043762,43.402721,-168.771011
0.775222,9.859956,1.4494,-0.481546,9.648919,-1.422261,21,0.957765,-1.170777,0.004467,0.270905,43.329826,116.340732,40.004374,43.456944,-168.507843
0.085527,10.87319,0.584454,-0.359209,9.441491,-1.554813,21,0.957765,-1.170777,0.004467,0.270905,43.329826,116.340732,40.004374,43.456944,-168.507843
-1.138675,11.633065,-0.422313,-0.492989,9.542663,-1.496886,21,0.957765,-1.170777,0.004467,0.270905,43.329826,116.340732,40.004374,43.456944,-168.507843
-0.898925,12.375783,0.120958,-0.491758,9.486639,-1.436413,21,0.957765,-1.170777,0.004467,0.270905,43.329826,116.340732,40.004374,43.456944,-168.507843
-1.003402,13.2407,-0.345341,-0.5164,8.921387,-1.544124,21,0.957765,-1.170777,0.004467,0.270905,43.329826,116.340732,40.004374,43.456944,-168.507843
-2.341641,13.978162,-0.335489,-0.551907,9.033917,-1.404451,21,0.957765,-1.170777,0.004467,0.270905,43.329826,116.340732,40.004374,43.456944,-168.507843
-2.405699,14.341504,0.18398,-0.652139,9.122536,-1.307576,21,0.957765,-1.170777,0.004467,0.270905,43.329826,116.340732,40.004374,43.456944,-168.507843
-3.340325,14.141962,0.537988,-0.718908,9.652287,-1.238945,21,0.957765,-1.170777,0.004467,0.270905,43.329826,116.340732,40.004374,43.456944,-168.507843
-3.064344,13.622113,1.07688,-0.682631,9.949333,-0.979376,21,0.957765,-1.170777,0.004467,0.270905,43.329826,116.340732,40.004374,43.456944,-168.507843
-3.770819,12.882859,0.782568,-0.626874,9.746037,-0.864381,21,0.957765,-1.170777,0.004467,0.270905,43.329826,116.340732,40.004374,43.456944,-168.507843
-7.528482,11.99624,0.885581,-0.606759,10.03324,-0.565318,21,0.957765,-1.170777,0.004467,0.270905,43.329826,116.340732,40.004374,43.456944,-168.507843
-8.407239,11.025327,1.823927,-0.481536,10.301726,-0.28296,21,0.957765,-1.170777,0.004467,0.270905,43.329826,116.340732,40.004374,43.456944,-168.507843
-8.523546,9.969131,1.113282,-0.420246,10.250773,-0.03339,21,0.957765,-1.170777,0.004467,0.270905,43.329826,116.340732,40.004374,43.456944,-168.507843
-8.212761,8.795331,-0.3251,-0.488683,10.396313,0.437663,21,0.957765,-1.170777,0.004467,0.270905,43.329826,116.340732,40.004374,43.456944,-168.507843
-8.741707,7.414248,-0.061971,-0.51839,10.583042,0.830353,21,0.957765,-1.170777,0.004467,0.270905,43.329826,116.340732,40.004374,43.456944,-168.507843
